年月,国,国名,当月輸出金額,累計輸出金額,当月輸入金額,累計輸入金額
202003,'233,キプロス,1022590,2986237,17743,27643
202003,'234,トルコ,28659005,77700731,8673747,20381895
202003,'235,エストニア,2082052,5123224,776819,2640965
202003,'236,ラトビア,768762,1402163,545966,2246389
202003,'237,リトアニア,545621,1431855,2102666,9390312
202003,'238,ウクライナ,4325055,13695049,6306350,16224278
202003,'239,ベラルーシ,164109,968654,701499,1106657
202003,'240,モルドバ,21715,199950,135720,430026
202003,'241,クロアチア,420514,1349067,247202,2020798
202003,'242,スロベニア,1779315,4769787,2126670,4657755
202003,'243,ボスニア・ヘルツェゴビナ,24193,70468,57609,184252
202003,'244,北マケドニア,349796,1077369,173348,344740
202003,'245,チェコ,15686492,43214323,10686432,30075261
202003,'246,スロバキア,1834785,5770847,1956527,7137561
202003,'247,モンテネグロ,46222,114632,13380,28086
202003,'248,コソボ,15356,21606,758,6589
202003,'249,フェロー諸島（デンマーク）,-,0,153086,430870
202003,'250,バチカン,-,3952,274,274
202003,'301,グリーンランド（デンマーク）,1752,2542,763897,2048023
202003,'302,カナダ,74947649,242051020,106656622,279933224
202003,'304,アメリカ合衆国,1182090592,3503908512,741602418,2067621268
202003,'305,メキシコ,88636073,263184660,57750671,162256366
202003,'306,グアテマラ,3346977,9257826,1957494,3906204
202003,'307,ホンジュラス,838688,2563527,779305,1566999
202003,'308,ベリーズ,59492,413359,33837,137802
202003,'309,エルサルバドル,1495478,3723613,227329,363818
202003,'310,ニカラグア,571559,1337121,292780,621620
202003,'311,コスタリカ,2252153,7821963,4927737,12546540
202003,'312,パナマ,53632811,162120104,175361,2596698
202003,'314,バーミュダ（英）,52885,215402,-,0
202003,'315,バハマ,364636,6447648,38169,49927
202003,'316,ジャマイカ,2247528,5477742,35052,274886
202003,'317,タークス及びカイコス諸島（英）,60374,105613,-,0
202003,'319,バルバドス,535090,4226554,660,2273
202003,'320,トリニダード・トバゴ,1464972,4026891,649711,1262017
202003,'321,キューバ,144867,359660,148154,455676
202003,'322,ハイチ,108508,295767,59967,120330
202003,'323,ドミニカ共和国,3609619,8101966,1434212,3838755
202003,'324,プエルトリコ（米）,4941559,13888679,22614572,61668816
202003,'325,米領バージン諸島,29027,29747,-,217
202003,'326,蘭領アンティール,204396,627812,252,2502
202003,'327,仏領西インド諸島,187485,487803,1023,1023
202003,'328,ケイマン諸島（英）,133675,416163,4498,4723
202003,'329,グレナダ,85727,191748,-,0
202003,'330,セントルシア,103134,337531,-,0
202003,'331,アンティグア・バーブーダ,113690,322298,-,592
202003,'332,英領バージン諸島,282103,370136,-,0
202003,'333,ドミニカ,21193,122488,13825,16026
202003,'334,モントセラト（英）,907,10356,-,0
202003,'335,セントクリストファー・ネービス,62179,157059,-,0
202003,'336,セントビンセント,55522,134951,-,0
202003,'337,英領アンギラ,42317,72569,-,0
202003,'338,サン・バルテルミー島（仏）,12544,50861,-,0
202003,'401,コロンビア,12402162,32633186,4309088,12295342
202003,'402,ベネズエラ,215910,515730,941015,1578007
202003,'403,ガイアナ,828277,2019807,24489,42147
202003,'404,スリナム,520539,1440651,21064,55769
202003,'405,仏領ギアナ,40329,152809,-,0
202003,'406,エクアドル,3769365,11014100,7555639,25780610
202003,'407,ペルー,7330112,22042300,16392930,49636707
202003,'408,ボリビア,1460621,3415371,2055388,7449087
202003,'409,チリ,14121722,38762246,52727694,194350899
202003,'410,ブラジル,37872735,101026058,66849133,243010714
202003,'411,パラグアイ,857622,2513042,124275,1508526
202003,'412,ウルグアイ,452258,1373687,548364,1423244
202003,'413,アルゼンチン,6846871,15606300,3883561,16987780
202003,'414,フォークランド諸島及びその附属諸島（英）,-,0,16226,55857
202003,'415,英領南極地域,-,0,392,392
202003,'501,モロッコ,2343990,7084392,1853119,6804291
202003,'502,セウタ及びメリリア（西）,-,8351,865,865
202003,'503,アルジェリア,5447671,7948190,7315046,12736601
202003,'504,チュニジア,1255771,2973028,789435,2395237
202003,'505,リビア,178663,661492,-,2719458
202003,'506,エジプト,12220778,31035756,6941819,15079136
202003,'507,スーダン,483938,1254882,138761,220228
202003,'509,モーリタニア,223391,561773,3770803,7575339
202003,'510,セネガル,537016,1652039,129830,646381
202003,'511,ガンビア,144520,152607,-,513
202003,'512,ギニア・ビサウ,2697,9152,-,0
202003,'513,ギニア,82321,208939,-,24936
202003,'514,シエラレオネ,144220,222576,-,1494716
202003,'515,リベリア,16377875,77208769,-,12648
202003,'516,コートジボワール,606739,993641,61883,344524
202003,'517,ガーナ,1469696,3650613,1313006,2229505
202003,'518,トーゴ,235644,545703,48052,53350
202003,'519,ベナン,66215,118836,-,1899
202003,'520,マリ,321264,507316,19193,20555
202003,'521,ブルキナファソ,95467,251103,450588,454121
202003,'522,カーボベルデ,71742,108465,-,0
202003,'523,カナリー諸島（西）,283268,842076,-,7720
202003,'524,ナイジェリア,3636398,8418958,9468119,17020696
202003,'525,ニジェール,11441,55236,611,5735
202003,'526,ルワンダ,215712,375008,1212,57927
202003,'527,カメルーン,386923,855357,85041,179586
202003,'528,チャド,8380,55610,-,0
202003,'529,中央アフリカ,1943,27654,2958,7535
202003,'530,赤道ギニア,14918,23666,-,0
202003,'531,ガボン,243164,938428,64722,1147874
202003,'532,コンゴ共和国,44718,58519,8580,20860
202003,'533,コンゴ民主共和国,886947,2012171,-,294312
202003,'534,ブルンジ,107960,691502,18519,43632
202003,'535,アンゴラ,255178,1133676,13134,92524
202003,'536,サントメ・プリンシペ,445,687,-,1405
202003,'537,セントヘレナ及びその附属諸島（英）,243,243,139647,174841
202003,'538,エチオピア,803107,1608347,712304,2363854
202003,'539,ジブチ,415558,1207097,86977,88196
202003,'540,ソマリア,46845,109174,138455,299790
202003,'541,ケニア,9468870,21226547,487968,1811527
202003,'542,ウガンダ,2461108,5430924,104596,303983
202003,'543,タンザニア,3038463,7615697,479876,2185740
202003,'544,セーシェル,85720,263524,1372857,2911154
202003,'545,モザンビーク,3702138,8048863,596795,2454077
202003,'546,マダガスカル,71686,226912,1772291,4190473
202003,'547,モーリシャス,1266723,3255932,42417,150745
202003,'548,レユニオン（仏）,154763,336695,244,792
202003,'549,ジンバブエ,185052,404557,343536,1198641
202003,'550,ナミビア,214848,623982,212916,359356
202003,'551,南アフリカ共和国,20818689,56399532,55109336,147022433
202003,'552,レソト,82712,226644,293,6827
202003,'553,マラウイ,173519,486964,1565,142239
202003,'554,ザンビア,403017,978335,205958,571232
202003,'555,ボツワナ,90681,382034,34455,401192
202003,'556,エスワティニ,217495,592362,9072,28638
202003,'558,コモロ,8388,17911,584,6393
202003,'559,エリトリア,24854,27488,-,0
202003,'560,南スーダン,366378,632882,-,272
202003,'601,オーストラリア,124517238,377571781,404510010,1116941627
202003,'602,パプアニューギニア,1766410,4970995,23396472,64921218
202003,'605,その他のオーストラリア領,3772,8807,723,723
202003,'606,ニュージーランド,20627937,54503833,23880619,60630735
202003,'607,クック,30538,42234,53456,134752
202003,'609,ニウエ,1461,24103,-,0
202003,'610,サモア,169818,416638,-,33718
202003,'611,バヌアツ,47570,507975,476696,1054468
202003,'612,フィジー,615479,1716143,127220,791951
202003,'613,ソロモン,96845,642836,839,35617
202003,'614,トンガ,24459,50681,7019,32434
202003,'615,キリバス,76154,211294,32622,77557
202003,'617,ナウル,3234,10405,-,2072
202003,'618,ニューカレドニア（仏）,455379,1603887,2479031,7322313
202003,'619,仏領ポリネシア,208901,572715,235432,658643
202003,'620,グアム（米）,2009567,6141403,17094,78007
202003,'621,米領サモア,12283,50145,-,223
202003,'622,米領オセアニア,-,0,787,14842
202003,'624,ツバル,40221,385387,-,25120
202003,'625,マーシャル,15934620,46097566,31146,608573
202003,'626,ミクロネシア,151172,503390,242199,279127
202003,'627,北マリアナ諸島（米）,362402,873452,-,264
202003,'628,パラオ,174784,365929,70578,190039
202003,'702,不明,-,0,24961,101541
202004,'103,大韓民国,411875431,1645567160,246340950,1045954967
202004,'105,中華人民共和国,1182913129,4406522813,1737261925,5583137720
202004,'106,台湾,397084359,1578259531,263701377,982768271
202004,'107,モンゴル,2514518,11007425,155154,536227
202004,'108,香港,271909355,1083633955,4867398,28641271
202004,'110,ベトナム,147283157,602716249,203706262,819349599
202004,'111,タイ,232196984,992356802,220217871,882540416
202004,'112,シンガポール,162912026,690774136,81251414,312407097
202004,'113,マレーシア,94214888,466034033,101291889,631912098
202004,'116,ブルネイ,1203962,3449624,16014591,94762071
202004,'117,フィリピン,55231174,321946762,57314195,325715568
202004,'118,インドネシア,97100288,444054566,137349588,615868848
202004,'120,カンボジア,4285741,16443225,16696522,68499989
202004,'121,ラオス,1716717,5522124,1118582,5698540
202004,'122,ミャンマー,5990249,24567425,13744238,57801577
202004,'123,インド,43023250,342713499,44127119,202597566
202004,'124,パキスタン,6628750,40577140,2229695,8629766
202004,'125,スリランカ,1425455,21970063,1768786,9684168
202004,'126,モルディブ,160865,698833,48465,137731
202004,'127,バングラデシュ,9357293,64218684,12188677,58783044
202004,'128,東ティモール,13340,187483,-,33538
202004,'129,マカオ,1447812,5563988,95483,568898
202004,'130,アフガニスタン,479364,1652873,427,10496
202004,'131,ネパール,814897,2530134,19552,216424
202004,'132,ブータン,74463,190672,-,876
202004,'133,イラン,365464,2400710,177343,1694448
202004,'134,イラク,3681344,16853783,8298204,11755512
202004,'135,バーレーン,6746064,25731135,5616916,19498663
202004,'137,サウジアラビア,30851929,202739744,169185260,894978785
202004,'138,クウェート,15164901,65157621,43535530,249294541
202004,'140,カタール,4760245,37578378,67295696,477034843
202004,'141,オマーン,17101433,67569738,18168284,75376319
202004,'143,イスラエル,9520315,55429190,13382956,47054776
202004,'144,ヨルダン,3679726,17377243,163174,1603989
202004,'145,シリア,88363,612370,-,10079
202004,'146,レバノン,2547067,5331988,100818,393931
202004,'147,アラブ首長国連邦,55347233,255366755,152412788,894199017
202004,'149,イエメン,2665187,9427262,51735,197414
202004,'150,アゼルバイジャン,196434,2058512,34478,97290
202004,'151,アルメニア,36798,255463,66974,430468
202004,'152,ウズベキスタン,1253522,6416358,23660,149403
202004,'153,カザフスタン,3133122,16867521,16226842,52115346
202004,'154,キルギス,113053,534189,307,7975
202004,'155,タジキスタン,12557,68036,216,37760
202004,'156,トルクメニスタン,3971562,8108913,-,1038
202004,'157,ジョージア,1544406,7185783,130288,496961
202004,'158,ヨルダン川西岸及びガザ,39537,143969,1815,29521
202004,'201,アイスランド,531759,2590136,1025603,3383995
202004,'202,ノルウェー,4664135,36737339,12574533,51288840
202004,'203,スウェーデン,8067694,42764149,26632819,112406284
202004,'204,デンマーク,4753274,18704867,22962836,84594784
202004,'205,英国,65800035,455547398,55184955,252861717
202004,'206,アイルランド,8627329,33114545,69441352,253533037
202004,'207,オランダ,101668612,421298798,30428206,99381765
202004,'208,ベルギー,52380117,252026733,40753364,127561932
202004,'209,ルクセンブルク,3933487,14177640,501518,3250540
202004,'210,フランス,40418811,212529383,74783013,323636006
202004,'211,モナコ,1278,51858,34624,67784
202004,'212,アンドラ,-,1800,-,1744
202004,'213,ドイツ,146359311,667591167,202741083,807698681
202004,'215,スイス,24807396,127898829,64618839,282463073
202004,'217,ポルトガル,6437749,23581471,3202444,13070204
202004,'218,スペイン,18209642,96791586,29436450,121029861
202004,'219,ジブラルタル（英）,1208516,3938377,-,0
202004,'220,イタリア,23171411,149278361,84629018,377357257
202004,'221,マルタ,560223,5207498,5591207,11668931
202004,'222,フィンランド,2754402,15965204,12144315,61696157
202004,'223,ポーランド,20302710,95406329,8886225,35499107
202004,'224,ロシア,42496317,226345612,90446324,432860709
202004,'225,オーストリア,8865571,40510817,18955638,72552918
202004,'227,ハンガリー,12647691,61162122,10891858,42828672
202004,'228,セルビア,76550,1055219,3800635,13299228
202004,'229,アルバニア,9760,43841,257645,630383
202004,'230,ギリシャ,1041588,12385973,4759021,22626990
202004,'231,ルーマニア,2706651,13815179,6072201,31317872
202004,'232,ブルガリア,1145915,5248508,666236,4317860
202004,'233,キプロス,4452113,7438350,4833,32476
202004,'234,トルコ,18113571,95814302,7493688,27875583
202004,'235,エストニア,826875,5950099,1218981,3859946
202004,'236,ラトビア,281045,1683208,716750,2963139
202004,'237,リトアニア,423878,1855733,2489501,11879813
202004,'238,ウクライナ,3087308,16782357,3846941,20071219
202004,'239,ベラルーシ,100534,1069188,286236,1392893
202004,'240,モルドバ,14094,214044,81666,511692
202004,'241,クロアチア,303830,1652897,2097614,4118412
202004,'242,スロベニア,1472551,6242338,1496784,6154539
202004,'243,ボスニア・ヘルツェゴビナ,5909,76377,48615,232867
202004,'244,北マケドニア,212831,1290200,101551,446291
202004,'245,チェコ,11259227,54473550,15833887,45909148
202004,'246,スロバキア,1365343,7136190,1793597,8931158
202004,'247,モンテネグロ,39780,154412,-,28086
202004,'248,コソボ,-,21606,2646,9235
202004,'249,フェロー諸島（デンマーク）,-,0,88706,519576
