品目,品目名,輸出入,年月,暦年月,第１単位,第２単位,当月第１数量,当月第２数量,当月金額,累計第１数量,累計第２数量,累計金額
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202502,'2025/02,,KG,,2505440,7129459,,5584616,16386527
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202503,'2025/03,,KG,,2993464,8039123,,8578080,24425650
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202504,'2025/04,,KG,,2586678,6601582,,11164758,31027232
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202505,'2025/05,,KG,,2997335,7933619,,14162093,38960851
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202506,'2025/06,,KG,,2741037,7710058,,16903130,46670909
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202507,'2025/07,,KG,,2942336,7818926,,19845466,54489835
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202508,'2025/08,,KG,,2388800,6642246,,22234266,61132081
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202509,'2025/09,,KG,,2871630,7815006,,25105896,68947087
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202510,'2025/10,,KG,,3211351,8463397,,28317247,77410484
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202511,'2025/11,,KG,,2884160,8266099,,31201407,85676583
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202512,'2025/12,,KG,,2629405,7463059,,33830812,93139642
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202601,'2026/01,,KG,,3104225,9918356,,3104225,9918356
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202602,'2026/02,,KG,,3070033,9346540,,6174258,19264896
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202603,'2026/03,,KG,,3020834,8659453,,9195092,27924349
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202604,'2026/04,,KG,,2757752,8000891,,11952844,35925240
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202605,'2026/05,,KG,,2740640,8278009,,14693484,44203249
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202606,'2026/06,,KG,,3107372,10082862,,17800856,54286111
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202607,'2026/07,,KG,,3130060,9696710,,20930916,63982821
8708.95-000,安全エアバッグ及びその部分品,輸入,202201,'2022/01,,KG,,3511304,6985947,,3511304,6985947
8708.95-000,安全エアバッグ及びその部分品,輸入,202202,'2022/02,,KG,,3142077,5883079,,6653381,12869026
8708.95-000,安全エアバッグ及びその部分品,輸入,202203,'2022/03,,KG,,3140044,6176288,,9793425,19045314
8708.95-000,安全エアバッグ及びその部分品,輸入,202204,'2022/04,,KG,,2413110,5111083,,12206535,24156397
8708.95-000,安全エアバッグ及びその部分品,輸入,202205,'2022/05,,KG,,2668930,5992954,,14875465,30149351
8708.95-000,安全エアバッグ及びその部分品,輸入,202206,'2022/06,,KG,,2898813,6028116,,17774278,36177467
8708.95-000,安全エアバッグ及びその部分品,輸入,202207,'2022/07,,KG,,2668224,5867752,,20442502,42045219
8708.95-000,安全エアバッグ及びその部分品,輸入,202208,'2022/08,,KG,,2620861,5588321,,23063363,47633540
8708.95-000,安全エアバッグ及びその部分品,輸入,202209,'2022/09,,KG,,2772449,6451630,,25835812,54085170
8708.95-000,安全エアバッグ及びその部分品,輸入,202210,'2022/10,,KG,,3817172,8451787,,29652984,62536957
8708.95-000,安全エアバッグ及びその部分品,輸入,202211,'2022/11,,KG,,3090190,7244825,,32743174,69781782
8708.95-000,安全エアバッグ及びその部分品,輸入,202212,'2022/12,,KG,,2876071,6480295,,35619245,76262077
8708.95-000,安全エアバッグ及びその部分品,輸入,202301,'2023/01,,KG,,3478144,7849951,,3478144,7849951
8708.95-000,安全エアバッグ及びその部分品,輸入,202302,'2023/02,,KG,,3217640,7063374,,6695784,14913325
8708.95-000,安全エアバッグ及びその部分品,輸入,202303,'2023/03,,KG,,3203633,7359304,,9899417,22272629
8708.95-000,安全エアバッグ及びその部分品,輸入,202304,'2023/04,,KG,,2912028,6293437,,12811445,28566066
8708.95-000,安全エアバッグ及びその部分品,輸入,202305,'2023/05,,KG,,3520874,7636636,,16332319,36202702
8708.95-000,安全エアバッグ及びその部分品,輸入,202306,'2023/06,,KG,,3351704,7753874,,19684023,43956576
8708.95-000,安全エアバッグ及びその部分品,輸入,202307,'2023/07,,KG,,3421932,8310450,,23105955,52267026
8708.95-000,安全エアバッグ及びその部分品,輸入,202308,'2023/08,,KG,,3125518,7514254,,26231473,59781280
8708.95-000,安全エアバッグ及びその部分品,輸入,202309,'2023/09,,KG,,3251525,8180662,,29482998,67961942
8708.95-000,安全エアバッグ及びその部分品,輸入,202310,'2023/10,,KG,,4116065,10372342,,33599063,78334284
8708.95-000,安全エアバッグ及びその部分品,輸入,202311,'2023/11,,KG,,3577841,9273847,,37176904,87608131
8708.95-000,安全エアバッグ及びその部分品,輸入,202312,'2023/12,,KG,,3165489,7545485,,40342393,95153616
8708.95-000,安全エアバッグ及びその部分品,輸入,202401,'2024/01,,KG,,3461175,8397861,,3461175,8397861
8708.95-000,安全エアバッグ及びその部分品,輸入,202402,'2024/02,,KG,,3113603,7928508,,6574778,16326369
8708.95-000,安全エアバッグ及びその部分品,輸入,202403,'2024/03,,KG,,2860467,7212997,,9435245,23539366
8708.95-000,安全エアバッグ及びその部分品,輸入,202404,'2024/04,,KG,,2738455,7041723,,12173700,30581089
8708.95-000,安全エアバッグ及びその部分品,輸入,202405,'2024/05,,KG,,3017259,7899078,,15190959,38480167
8708.95-000,安全エアバッグ及びその部分品,輸入,202406,'2024/06,,KG,,2983603,7738391,,18174562,46218558
8708.95-000,安全エアバッグ及びその部分品,輸入,202407,'2024/07,,KG,,3374635,8885324,,21549197,55103882
8708.95-000,安全エアバッグ及びその部分品,輸入,202408,'2024/08,,KG,,2873781,7281869,,24422978,62385751
8708.95-000,安全エアバッグ及びその部分品,輸入,202409,'2024/09,,KG,,3299366,8100610,,27722344,70486361
8708.95-000,安全エアバッグ及びその部分品,輸入,202410,'2024/10,,KG,,3461390,8456917,,31183734,78943278
8708.95-000,安全エアバッグ及びその部分品,輸入,202411,'2024/11,,KG,,3394162,8637623,,34577896,87580901
8708.95-000,安全エアバッグ及びその部分品,輸入,202412,'2024/12,,KG,,3014753,7539386,,37592649,95120287
8708.95-000,安全エアバッグ及びその部分品,輸入,202501,'2025/01,,KG,,3734730,9725327,,3734730,9725327
8708.95-000,安全エアバッグ及びその部分品,輸入,202502,'2025/02,,KG,,3114356,8024624,,6849086,17749951
8708.95-000,安全エアバッグ及びその部分品,輸入,202503,'2025/03,,KG,,3528520,9062918,,10377606,26812869
8708.95-000,安全エアバッグ及びその部分品,輸入,202504,'2025/04,,KG,,2944645,7398035,,13322251,34210904
8708.95-000,安全エアバッグ及びその部分品,輸入,202505,'2025/05,,KG,,3036801,7666876,,16359052,41877780
8708.95-000,安全エアバッグ及びその部分品,輸入,202506,'2025/06,,KG,,3445351,8547585,,19804403,50425365
8708.95-000,安全エアバッグ及びその部分品,輸入,202507,'2025/07,,KG,,3458042,8512122,,23262445,58937487
8708.95-000,安全エアバッグ及びその部分品,輸入,202508,'2025/08,,KG,,2624729,6674658,,25887174,65612145
8708.95-000,安全エアバッグ及びその部分品,輸入,202509,'2025/09,,KG,,3635360,8811874,,29522534,74424019
8708.95-000,安全エアバッグ及びその部分品,輸入,202510,'2025/10,,KG,,3350457,8200759,,32872991,82624778
8708.95-000,安全エアバッグ及びその部分品,輸入,202511,'2025/11,,KG,,3179531,8013730,,36052522,90638508
8708.95-000,安全エアバッグ及びその部分品,輸入,202512,'2025/12,,KG,,3132929,7990211,,39185451,98628719
8708.95-000,安全エアバッグ及びその部分品,輸入,202601,'2026/01,,KG,,3499317,8855516,,3499317,8855516
8708.95-000,安全エアバッグ及びその部分品,輸入,202602,'2026/02,,KG,,3488338,8999880,,6987655,17855396
8708.95-000,安全エアバッグ及びその部分品,輸入,202603,'2026/03,,KG,,3577158,9112132,,10564813,26967528
8708.95-000,安全エアバッグ及びその部分品,輸入,202604,'2026/04,,KG,,3216875,8377591,,13781688,35345119
8708.95-000,安全エアバッグ及びその部分品,輸入,202605,'2026/05,,KG,,2964442,7789690,,16746130,43134809
8708.95-000,安全エアバッグ及びその部分品,輸入,202606,'2026/06,,KG,,3577317,9271604,,20323447,52406413
8708.95-000,安全エアバッグ及びその部分品,輸入,202607,'2026/07,,KG,,3560135,9273170,,23883582,61679583
8708.99-010,,輸入,202201,'2022/01,,KG,,1087160,558895,,1087160,558895
8708.99-010,,輸入,202202,'2022/02,,KG,,704214,423584,,1791374,982479
8708.99-010,,輸入,202203,'2022/03,,KG,,995281,596709,,2786655,1579188
8708.99-010,,輸入,202204,'2022/04,,KG,,805226,487466,,3591881,2066654
8708.99-010,,輸入,202205,'2022/05,,KG,,895751,617491,,4487632,2684145
8708.99-010,,輸入,202206,'2022/06,,KG,,797901,555449,,5285533,3239594
8708.99-010,,輸入,202207,'2022/07,,KG,,704942,473876,,5990475,3713470
8708.99-010,,輸入,202208,'2022/08,,KG,,792644,522825,,6783119,4236295
8708.99-010,,輸入,202209,'2022/09,,KG,,671766,427916,,7454885,4664211
8708.99-010,,輸入,202210,'2022/10,,KG,,784240,536729,,8239125,5200940
8708.99-010,,輸入,202211,'2022/11,,KG,,799377,569965,,9038502,5770905
8708.99-010,,輸入,202212,'2022/12,,KG,,727101,486232,,9765603,6257137
8708.99-010,,輸入,202301,'2023/01,,KG,,1009763,592749,,1009763,592749
8708.99-010,,輸入,202302,'2023/02,,KG,,569047,445089,,1578810,1037838
8708.99-010,,輸入,202303,'2023/03,,KG,,894525,541701,,2473335,1579539
8708.99-010,,輸入,202304,'2023/04,,KG,,600667,437762,,3074002,2017301
8708.99-010,,輸入,202305,'2023/05,,KG,,710602,492723,,3784604,2510024
8708.99-010,,輸入,202306,'2023/06,,KG,,699141,463100,,4483745,2973124
8708.99-010,,輸入,202307,'2023/07,,KG,,653326,449209,,5137071,3422333
8708.99-010,,輸入,202308,'2023/08,,KG,,573032,456702,,5710103,3879035
8708.99-010,,輸入,202309,'2023/09,,KG,,679563,499390,,6389666,4378425
8708.99-010,,輸入,202310,'2023/10,,KG,,476493,312106,,6866159,4690531
8708.99-010,,輸入,202311,'2023/11,,KG,,681152,497419,,7547311,5187950
8708.99-010,,輸入,202312,'2023/12,,KG,,442039,353189,,7989350,5541139
8708.99-010,,輸入,202401,'2024/01,,KG,,713493,455058,,713493,455058
8708.99-010,,輸入,202402,'2024/02,,KG,,497750,399013,,1211243,854071
8708.99-010,,輸入,202403,'2024/03,,KG,,523142,380686,,1734385,1234757
8708.99-010,,輸入,202404,'2024/04,,KG,,586709,417294,,2321094,1652051
8708.99-010,,輸入,202405,'2024/05,,KG,,596866,531038,,2917960,2183089
8708.99-010,,輸入,202406,'2024/06,,KG,,451839,346198,,3369799,2529287
8708.99-010,,輸入,202407,'2024/07,,KG,,545952,403941,,3915751,2933228
8708.99-010,,輸入,202408,'2024/08,,KG,,422985,348678,,4338736,3281906
8708.99-010,,輸入,202409,'2024/09,,KG,,407997,316267,,4746733,3598173
8708.99-010,,輸入,202410,'2024/10,,KG,,452547,330910,,5199280,3929083
8708.99-010,,輸入,202411,'2024/11,,KG,,386396,346195,,5585676,4275278
8708.99-010,,輸入,202412,'2024/12,,KG,,456651,330692,,6042327,4605970
8708.99-010,,輸入,202501,'2025/01,,KG,,620109,441615,,620109,441615
8708.99-010,,輸入,202502,'2025/02,,KG,,373884,327268,,993993,768883
8708.99-010,,輸入,202503,'2025/03,,KG,,462111,361417,,1456104,1130300
8708.99-010,,輸入,202504,'2025/04,,KG,,519889,409711,,1975993,1540011
8708.99-010,,輸入,202505,'2025/05,,KG,,583406,412983,,2559399,1952994
8708.99-010,,輸入,202506,'2025/06,,KG,,580334,476886,,3139733,2429880
8708.99-010,,輸入,202507,'2025/07,,KG,,642155,444076,,3781888,2873956
8708.99-010,,輸入,202508,'2025/08,,KG,,506223,399867,,4288111,3273823
8708.99-010,,輸入,202509,'2025/09,,KG,,504885,415795,,4792996,3689618
8708.99-010,,輸入,202510,'2025/10,,KG,,598205,479901,,5391201,4169519
8708.99-010,,輸入,202511,'2025/11,,KG,,634668,499596,,6025869,4669115
8708.99-010,,輸入,202512,'2025/12,,KG,,671547,477639,,6697416,5146754
8708.99-010,,輸入,202601,'2026/01,,KG,,830652,608429,,830652,608429
8708.99-010,,輸入,202602,'2026/02,,KG,,612159,430297,,1442811,1038726
8708.99-010,,輸入,202603,'2026/03,,KG,,658353,542582,,2101164,1581308
8708.99-010,,輸入,202604,'2026/04,,KG,,795543,575519,,2896707,2156827
8708.99-010,,輸入,202605,'2026/05,,KG,,565632,514931,,3462339,2671758
8708.99-010,,輸入,202606,'2026/06,,KG,,631554,533129,,4093893,3204887
8708.99-010,,輸入,202607,'2026/07,,KG,,581043,484631,,4674936,3689518
8708.99-090,,輸入,202201,'2022/01,,KG,,7197815,9372083,,7197815,9372083
8708.99-090,,輸入,202202,'2022/02,,KG,,6228169,8289265,,13425984,17661348
8708.99-090,,輸入,202203,'2022/03,,KG,,6895820,9516239,,20321804,27177587
8708.99-090,,輸入,202204,'2022/04,,KG,,5746324,7861601,,26068128,35039188
8708.99-090,,輸入,202205,'2022/05,,KG,,6004186,8717868,,32072314,43757056
8708.99-090,,輸入,202206,'2022/06,,KG,,6901072,10361332,,38973386,54118388
8708.99-090,,輸入,202207,'2022/07,,KG,,6631183,10395084,,45604569,64513472
8708.99-090,,輸入,202208,'2022/08,,KG,,6948380,10527203,,52552949,75040675
8708.99-090,,輸入,202209,'2022/09,,KG,,7217909,11297199,,59770858,86337874
8708.99-090,,輸入,202210,'2022/10,,KG,,7585417,12259952,,67356275,98597826
8708.99-090,,輸入,202211,'2022/11,,KG,,7936021,14031405,,75292296,112629231
8708.99-090,,輸入,202212,'2022/12,,KG,,7058961,11180495,,82351257,123809726
8708.99-090,,輸入,202301,'2023/01,,KG,,8374304,13184670,,8374304,13184670
8708.99-090,,輸入,202302,'2023/02,,KG,,6786123,10453408,,15160427,23638078
8708.99-090,,輸入,202303,'2023/03,,KG,,8087430,12352535,,23247857,35990613
8708.99-090,,輸入,202304,'2023/04,,KG,,7568549,9951174,,30816406,45941787
8708.99-090,,輸入,202305,'2023/05,,KG,,6726291,10198019,,37542697,56139806
8708.99-090,,輸入,202306,'2023/06,,KG,,7625623,11988040,,45168320,68127846
8708.99-090,,輸入,202307,'2023/07,,KG,,7675068,12508642,,52843388,80636488
8708.99-090,,輸入,202308,'2023/08,,KG,,7627809,11838579,,60471197,92475067
8708.99-090,,輸入,202309,'2023/09,,KG,,8602970,14120034,,69074167,106595101
8708.99-090,,輸入,202310,'2023/10,,KG,,8507892,13953449,,77582059,120548550
8708.99-090,,輸入,202311,'2023/11,,KG,,8158294,12904213,,85740353,133452763
8708.99-090,,輸入,202312,'2023/12,,KG,,7339052,11730751,,93079405,145183514
8708.99-090,,輸入,202401,'2024/01,,KG,,8471194,13477296,,8471194,13477296
8708.99-090,,輸入,202402,'2024/02,,KG,,8028804,12920199,,16499998,26397495
8708.99-090,,輸入,202403,'2024/03,,KG,,7296600,12094213,,23796598,38491708
8708.99-090,,輸入,202404,'2024/04,,KG,,6815901,10742258,,30612499,49233966
8708.99-090,,輸入,202405,'2024/05,,KG,,7929569,12839448,,38542068,62073414
8708.99-090,,輸入,202406,'2024/06,,KG,,7679091,12888355,,46221159,74961769
8708.99-090,,輸入,202407,'2024/07,,KG,,7621951,12801563,,53843110,87763332
8708.99-090,,輸入,202408,'2024/08,,KG,,7130559,11673150,,60973669,99436482
8708.99-090,,輸入,202409,'2024/09,,KG,,8123501,13303310,,69097170,112739792
8708.99-090,,輸入,202410,'2024/10,,KG,,8073699,13863949,,77170869,126603741
