品目,品目名,輸出入,年月,暦年月,第１単位,第２単位,当月第１数量,当月第２数量,当月金額,累計第１数量,累計第２数量,累計金額
8708.80-000,サスペンションシステム及び部分品,輸出,202301,'2023/01,,KG,,7597106,8425828,,7597106,8425828
8708.80-000,サスペンションシステム及び部分品,輸出,202302,'2023/02,,KG,,9536740,10566006,,17133846,18991834
8708.80-000,サスペンションシステム及び部分品,輸出,202303,'2023/03,,KG,,9604481,11358865,,26738327,30350699
8708.80-000,サスペンションシステム及び部分品,輸出,202304,'2023/04,,KG,,9105972,11868069,,35844299,42218768
8708.80-000,サスペンションシステム及び部分品,輸出,202305,'2023/05,,KG,,7492434,9815953,,43336733,52034721
8708.80-000,サスペンションシステム及び部分品,輸出,202306,'2023/06,,KG,,9064950,11893571,,52401683,63928292
8708.80-000,サスペンションシステム及び部分品,輸出,202307,'2023/07,,KG,,9961863,13222922,,62363546,77151214
8708.80-000,サスペンションシステム及び部分品,輸出,202308,'2023/08,,KG,,8279657,11381762,,70643203,88532976
8708.80-000,サスペンションシステム及び部分品,輸出,202309,'2023/09,,KG,,9805319,12871595,,80448522,101404571
8708.80-000,サスペンションシステム及び部分品,輸出,202310,'2023/10,,KG,,10268260,13995097,,90716782,115399668
8708.80-000,サスペンションシステム及び部分品,輸出,202311,'2023/11,,KG,,9419641,11979257,,100136423,127378925
8708.80-000,サスペンションシステム及び部分品,輸出,202312,'2023/12,,KG,,10998707,14109046,,111135130,141487971
8708.80-000,サスペンションシステム及び部分品,輸出,202401,'2024/01,,KG,,8263715,10377530,,8263715,10377530
8708.80-000,サスペンションシステム及び部分品,輸出,202402,'2024/02,,KG,,10251487,12980418,,18515202,23357948
8708.80-000,サスペンションシステム及び部分品,輸出,202403,'2024/03,,KG,,12272473,15570796,,30787675,38928744
8708.80-000,サスペンションシステム及び部分品,輸出,202404,'2024/04,,KG,,9866372,13059518,,40654047,51988262
8708.80-000,サスペンションシステム及び部分品,輸出,202405,'2024/05,,KG,,9167623,11960242,,49821670,63948504
8708.80-000,サスペンションシステム及び部分品,輸出,202406,'2024/06,,KG,,9884269,13686752,,59705939,77635256
8708.80-000,サスペンションシステム及び部分品,輸出,202407,'2024/07,,KG,,11063676,15084397,,70769615,92719653
8708.80-000,サスペンションシステム及び部分品,輸出,202408,'2024/08,,KG,,9939374,12474853,,80708989,105194506
8708.80-000,サスペンションシステム及び部分品,輸出,202409,'2024/09,,KG,,10441775,12883917,,91150764,118078423
8708.80-000,サスペンションシステム及び部分品,輸出,202410,'2024/10,,KG,,10683309,13313807,,101834073,131392230
8708.80-000,サスペンションシステム及び部分品,輸出,202411,'2024/11,,KG,,9813286,12290524,,111647359,143682754
8708.80-000,サスペンションシステム及び部分品,輸出,202412,'2024/12,,KG,,11775150,14965018,,123422509,158647772
8708.80-000,サスペンションシステム及び部分品,輸出,202501,'2025/01,,KG,,7860023,10279990,,7860023,10279990
8708.80-000,サスペンションシステム及び部分品,輸出,202502,'2025/02,,KG,,9784037,12984325,,17644060,23264315
8708.80-000,サスペンションシステム及び部分品,輸出,202503,'2025/03,,KG,,10886405,13600488,,28530465,36864803
8708.80-000,サスペンションシステム及び部分品,輸出,202504,'2025/04,,KG,,10194983,12751234,,38725448,49616037
8708.80-000,サスペンションシステム及び部分品,輸出,202505,'2025/05,,KG,,8883008,11321577,,47608456,60937614
8708.80-000,サスペンションシステム及び部分品,輸出,202506,'2025/06,,KG,,10676874,13525540,,58285330,74463154
8708.80-000,サスペンションシステム及び部分品,輸出,202507,'2025/07,,KG,,10788318,13973117,,69073648,88436271
8708.80-000,サスペンションシステム及び部分品,輸出,202508,'2025/08,,KG,,9260794,11845759,,78334442,100282030
8708.80-000,サスペンションシステム及び部分品,輸出,202509,'2025/09,,KG,,11056975,14359975,,89391417,114642005
8708.80-000,サスペンションシステム及び部分品,輸出,202510,'2025/10,,KG,,10862785,13935621,,100254202,128577626
8708.80-000,サスペンションシステム及び部分品,輸出,202511,'2025/11,,KG,,9640382,13032371,,109894584,141609997
8708.80-000,サスペンションシステム及び部分品,輸出,202512,'2025/12,,KG,,11206515,14988218,,121101099,156598215
8708.80-000,サスペンションシステム及び部分品,輸出,202601,'2026/01,,KG,,8588821,11362244,,8588821,11362244
8708.80-000,サスペンションシステム及び部分品,輸出,202602,'2026/02,,KG,,10086331,13447525,,18675152,24809769
8708.80-000,サスペンションシステム及び部分品,輸出,202603,'2026/03,,KG,,10339248,13693047,,29014400,38502816
8708.80-000,サスペンションシステム及び部分品,輸出,202604,'2026/04,,KG,,10423646,14376527,,39438046,52879343
8708.80-000,サスペンションシステム及び部分品,輸出,202605,'2026/05,,KG,,8829682,12423881,,48267728,65303224
8708.80-000,サスペンションシステム及び部分品,輸出,202606,'2026/06,,KG,,11327145,14966439,,59594873,80269663
8708.80-000,サスペンションシステム及び部分品,輸出,202607,'2026/07,,KG,,11361743,15551225,,70956616,95820888
8708.91-000,ラジエーター及びその部分品,輸出,202201,'2022/01,,KG,,772460,1982416,,772460,1982416
8708.91-000,ラジエーター及びその部分品,輸出,202202,'2022/02,,KG,,919177,2418018,,1691637,4400434
8708.91-000,ラジエーター及びその部分品,輸出,202203,'2022/03,,KG,,970644,2582672,,2662281,6983106
8708.91-000,ラジエーター及びその部分品,輸出,202204,'2022/04,,KG,,940094,2453603,,3602375,9436709
8708.91-000,ラジエーター及びその部分品,輸出,202205,'2022/05,,KG,,655388,1741055,,4257763,11177764
8708.91-000,ラジエーター及びその部分品,輸出,202206,'2022/06,,KG,,763242,2086556,,5021005,13264320
8708.91-000,ラジエーター及びその部分品,輸出,202207,'2022/07,,KG,,801686,2442905,,5822691,15707225
8708.91-000,ラジエーター及びその部分品,輸出,202208,'2022/08,,KG,,699536,2214742,,6522227,17921967
8708.91-000,ラジエーター及びその部分品,輸出,202209,'2022/09,,KG,,860223,2427049,,7382450,20349016
8708.91-000,ラジエーター及びその部分品,輸出,202210,'2022/10,,KG,,992732,2825297,,8375182,23174313
8708.91-000,ラジエーター及びその部分品,輸出,202211,'2022/11,,KG,,904366,2595118,,9279548,25769431
8708.91-000,ラジエーター及びその部分品,輸出,202212,'2022/12,,KG,,1037114,2781730,,10316662,28551161
8708.91-000,ラジエーター及びその部分品,輸出,202301,'2023/01,,KG,,793774,2029624,,793774,2029624
8708.91-000,ラジエーター及びその部分品,輸出,202302,'2023/02,,KG,,779029,2080490,,1572803,4110114
8708.91-000,ラジエーター及びその部分品,輸出,202303,'2023/03,,KG,,849486,2430618,,2422289,6540732
8708.91-000,ラジエーター及びその部分品,輸出,202304,'2023/04,,KG,,884351,2513967,,3306640,9054699
8708.91-000,ラジエーター及びその部分品,輸出,202305,'2023/05,,KG,,774964,2194374,,4081604,11249073
8708.91-000,ラジエーター及びその部分品,輸出,202306,'2023/06,,KG,,836715,2436109,,4918319,13685182
8708.91-000,ラジエーター及びその部分品,輸出,202307,'2023/07,,KG,,966787,2931194,,5885106,16616376
8708.91-000,ラジエーター及びその部分品,輸出,202308,'2023/08,,KG,,936683,2626746,,6821789,19243122
8708.91-000,ラジエーター及びその部分品,輸出,202309,'2023/09,,KG,,1035170,3077503,,7856959,22320625
8708.91-000,ラジエーター及びその部分品,輸出,202310,'2023/10,,KG,,1015608,3072247,,8872567,25392872
8708.91-000,ラジエーター及びその部分品,輸出,202311,'2023/11,,KG,,974484,2802822,,9847051,28195694
8708.91-000,ラジエーター及びその部分品,輸出,202312,'2023/12,,KG,,1029099,2892943,,10876150,31088637
8708.91-000,ラジエーター及びその部分品,輸出,202401,'2024/01,,KG,,828472,2301970,,828472,2301970
8708.91-000,ラジエーター及びその部分品,輸出,202402,'2024/02,,KG,,915580,2777831,,1744052,5079801
8708.91-000,ラジエーター及びその部分品,輸出,202403,'2024/03,,KG,,1041995,3280153,,2786047,8359954
8708.91-000,ラジエーター及びその部分品,輸出,202404,'2024/04,,KG,,1021872,3188182,,3807919,11548136
8708.91-000,ラジエーター及びその部分品,輸出,202405,'2024/05,,KG,,830719,2483513,,4638638,14031649
8708.91-000,ラジエーター及びその部分品,輸出,202406,'2024/06,,KG,,966809,3004459,,5605447,17036108
8708.91-000,ラジエーター及びその部分品,輸出,202407,'2024/07,,KG,,1001800,3123640,,6607247,20159748
8708.91-000,ラジエーター及びその部分品,輸出,202408,'2024/08,,KG,,995788,2977962,,7603035,23137710
8708.91-000,ラジエーター及びその部分品,輸出,202409,'2024/09,,KG,,993284,2850045,,8596319,25987755
8708.91-000,ラジエーター及びその部分品,輸出,202410,'2024/10,,KG,,1098531,3146680,,9694850,29134435
8708.91-000,ラジエーター及びその部分品,輸出,202411,'2024/11,,KG,,857981,2591490,,10552831,31725925
8708.91-000,ラジエーター及びその部分品,輸出,202412,'2024/12,,KG,,1106609,3418092,,11659440,35144017
8708.91-000,ラジエーター及びその部分品,輸出,202501,'2025/01,,KG,,828521,2422925,,828521,2422925
8708.91-000,ラジエーター及びその部分品,輸出,202502,'2025/02,,KG,,1037879,3091567,,1866400,5514492
8708.91-000,ラジエーター及びその部分品,輸出,202503,'2025/03,,KG,,971710,2713359,,2838110,8227851
8708.91-000,ラジエーター及びその部分品,輸出,202504,'2025/04,,KG,,1068876,2875974,,3906986,11103825
8708.91-000,ラジエーター及びその部分品,輸出,202505,'2025/05,,KG,,822368,2204506,,4729354,13308331
8708.91-000,ラジエーター及びその部分品,輸出,202506,'2025/06,,KG,,926635,2549249,,5655989,15857580
8708.91-000,ラジエーター及びその部分品,輸出,202507,'2025/07,,KG,,1129145,3055143,,6785134,18912723
8708.91-000,ラジエーター及びその部分品,輸出,202508,'2025/08,,KG,,803767,2200091,,7588901,21112814
8708.91-000,ラジエーター及びその部分品,輸出,202509,'2025/09,,KG,,993297,2655263,,8582198,23768077
8708.91-000,ラジエーター及びその部分品,輸出,202510,'2025/10,,KG,,1019552,2729709,,9601750,26497786
8708.91-000,ラジエーター及びその部分品,輸出,202511,'2025/11,,KG,,846127,2346882,,10447877,28844668
8708.91-000,ラジエーター及びその部分品,輸出,202512,'2025/12,,KG,,1117525,3069807,,11565402,31914475
8708.91-000,ラジエーター及びその部分品,輸出,202601,'2026/01,,KG,,871635,2335253,,871635,2335253
8708.91-000,ラジエーター及びその部分品,輸出,202602,'2026/02,,KG,,925528,2601102,,1797163,4936355
8708.91-000,ラジエーター及びその部分品,輸出,202603,'2026/03,,KG,,1007930,2773342,,2805093,7709697
8708.91-000,ラジエーター及びその部分品,輸出,202604,'2026/04,,KG,,1006741,3016820,,3811834,10726517
8708.91-000,ラジエーター及びその部分品,輸出,202605,'2026/05,,KG,,898239,2538944,,4710073,13265461
8708.91-000,ラジエーター及びその部分品,輸出,202606,'2026/06,,KG,,988600,2833399,,5698673,16098860
8708.91-000,ラジエーター及びその部分品,輸出,202607,'2026/07,,KG,,1095822,3324530,,6794495,19423390
8708.92-000,消音器（マフラー）及び排気管,輸出,202201,'2022/01,,KG,,1002521,2088960,,1002521,2088960
8708.92-000,消音器（マフラー）及び排気管,輸出,202202,'2022/02,,KG,,1228293,2755283,,2230814,4844243
8708.92-000,消音器（マフラー）及び排気管,輸出,202203,'2022/03,,KG,,1616574,3517300,,3847388,8361543
8708.92-000,消音器（マフラー）及び排気管,輸出,202204,'2022/04,,KG,,1639598,3616175,,5486986,11977718
8708.92-000,消音器（マフラー）及び排気管,輸出,202205,'2022/05,,KG,,1155943,2731896,,6642929,14709614
8708.92-000,消音器（マフラー）及び排気管,輸出,202206,'2022/06,,KG,,1259190,3131348,,7902119,17840962
8708.92-000,消音器（マフラー）及び排気管,輸出,202207,'2022/07,,KG,,1226008,3156398,,9128127,20997360
8708.92-000,消音器（マフラー）及び排気管,輸出,202208,'2022/08,,KG,,1226768,3012341,,10354895,24009701
8708.92-000,消音器（マフラー）及び排気管,輸出,202209,'2022/09,,KG,,1209560,3224490,,11564455,27234191
8708.92-000,消音器（マフラー）及び排気管,輸出,202210,'2022/10,,KG,,1401007,3805095,,12965462,31039286
8708.92-000,消音器（マフラー）及び排気管,輸出,202211,'2022/11,,KG,,1232934,3549628,,14198396,34588914
8708.92-000,消音器（マフラー）及び排気管,輸出,202212,'2022/12,,KG,,1682081,4107779,,15880477,38696693
8708.92-000,消音器（マフラー）及び排気管,輸出,202301,'2023/01,,KG,,1098979,2604003,,1098979,2604003
8708.92-000,消音器（マフラー）及び排気管,輸出,202302,'2023/02,,KG,,1005943,2817655,,2104922,5421658
8708.92-000,消音器（マフラー）及び排気管,輸出,202303,'2023/03,,KG,,1139131,3115016,,3244053,8536674
8708.92-000,消音器（マフラー）及び排気管,輸出,202304,'2023/04,,KG,,1280620,3392551,,4524673,11929225
8708.92-000,消音器（マフラー）及び排気管,輸出,202305,'2023/05,,KG,,1171034,2697313,,5695707,14626538
8708.92-000,消音器（マフラー）及び排気管,輸出,202306,'2023/06,,KG,,1255741,3270753,,6951448,17897291
8708.92-000,消音器（マフラー）及び排気管,輸出,202307,'2023/07,,KG,,1567376,3650922,,8518824,21548213
8708.92-000,消音器（マフラー）及び排気管,輸出,202308,'2023/08,,KG,,1233879,2814390,,9752703,24362603
8708.92-000,消音器（マフラー）及び排気管,輸出,202309,'2023/09,,KG,,1402163,3412394,,11154866,27774997
8708.92-000,消音器（マフラー）及び排気管,輸出,202310,'2023/10,,KG,,1482557,3379976,,12637423,31154973
8708.92-000,消音器（マフラー）及び排気管,輸出,202311,'2023/11,,KG,,1157071,2675474,,13794494,33830447
8708.92-000,消音器（マフラー）及び排気管,輸出,202312,'2023/12,,KG,,1464264,3234812,,15258758,37065259
8708.92-000,消音器（マフラー）及び排気管,輸出,202401,'2024/01,,KG,,1109129,2260398,,1109129,2260398
8708.92-000,消音器（マフラー）及び排気管,輸出,202402,'2024/02,,KG,,1075046,2390990,,2184175,4651388
8708.92-000,消音器（マフラー）及び排気管,輸出,202403,'2024/03,,KG,,1127086,2697055,,3311261,7348443
8708.92-000,消音器（マフラー）及び排気管,輸出,202404,'2024/04,,KG,,1306139,2904346,,4617400,10252789
8708.92-000,消音器（マフラー）及び排気管,輸出,202405,'2024/05,,KG,,1039217,2549396,,5656617,12802185
8708.92-000,消音器（マフラー）及び排気管,輸出,202406,'2024/06,,KG,,1301689,3224402,,6958306,16026587
8708.92-000,消音器（マフラー）及び排気管,輸出,202407,'2024/07,,KG,,1420051,3477782,,8378357,19504369
8708.92-000,消音器（マフラー）及び排気管,輸出,202408,'2024/08,,KG,,1061832,2572557,,9440189,22076926
8708.92-000,消音器（マフラー）及び排気管,輸出,202409,'2024/09,,KG,,1290359,2818383,,10730548,24895309
8708.92-000,消音器（マフラー）及び排気管,輸出,202410,'2024/10,,KG,,1321312,2924380,,12051860,27819689
8708.92-000,消音器（マフラー）及び排気管,輸出,202411,'2024/11,,KG,,1165001,2556975,,13216861,30376664
8708.92-000,消音器（マフラー）及び排気管,輸出,202412,'2024/12,,KG,,1409712,3223783,,14626573,33600447
8708.92-000,消音器（マフラー）及び排気管,輸出,202501,'2025/01,,KG,,968932,2187613,,968932,2187613
8708.92-000,消音器（マフラー）及び排気管,輸出,202502,'2025/02,,KG,,1182773,2568666,,2151705,4756279
8708.92-000,消音器（マフラー）及び排気管,輸出,202503,'2025/03,,KG,,1185888,2563872,,3337593,7320151
8708.92-000,消音器（マフラー）及び排気管,輸出,202504,'2025/04,,KG,,1277617,2652885,,4615210,9973036
8708.92-000,消音器（マフラー）及び排気管,輸出,202505,'2025/05,,KG,,1041135,2245250,,5656345,12218286
8708.92-000,消音器（マフラー）及び排気管,輸出,202506,'2025/06,,KG,,1149688,2640100,,6806033,14858386
8708.92-000,消音器（マフラー）及び排気管,輸出,202507,'2025/07,,KG,,1325396,2932165,,8131429,17790551
8708.92-000,消音器（マフラー）及び排気管,輸出,202508,'2025/08,,KG,,1060023,2479033,,9191452,20269584
8708.92-000,消音器（マフラー）及び排気管,輸出,202509,'2025/09,,KG,,1064397,2665762,,10255849,22935346
8708.92-000,消音器（マフラー）及び排気管,輸出,202510,'2025/10,,KG,,1139166,2779397,,11395015,25714743
8708.92-000,消音器（マフラー）及び排気管,輸出,202511,'2025/11,,KG,,1053543,2447449,,12448558,28162192
8708.92-000,消音器（マフラー）及び排気管,輸出,202512,'2025/12,,KG,,1319811,3044918,,13768369,31207110
8708.92-000,消音器（マフラー）及び排気管,輸出,202601,'2026/01,,KG,,962847,2312247,,962847,2312247
8708.92-000,消音器（マフラー）及び排気管,輸出,202602,'2026/02,,KG,,1021390,2528384,,1984237,4840631
8708.92-000,消音器（マフラー）及び排気管,輸出,202603,'2026/03,,KG,,1169130,2969458,,3153367,7810089
8708.92-000,消音器（マフラー）及び排気管,輸出,202604,'2026/04,,KG,,1187123,2984845,,4340490,10794934
8708.92-000,消音器（マフラー）及び排気管,輸出,202605,'2026/05,,KG,,1053872,2532998,,5394362,13327932
8708.92-000,消音器（マフラー）及び排気管,輸出,202606,'2026/06,,KG,,1203312,2859191,,6597674,16187123
8708.92-000,消音器（マフラー）及び排気管,輸出,202607,'2026/07,,KG,,1329066,3403486,,7926740,19590609
8708.93-000,クラッチ及びその部分品,輸出,202201,'2022/01,,KG,,6213242,8594685,,6213242,8594685
8708.93-000,クラッチ及びその部分品,輸出,202202,'2022/02,,KG,,7288465,10184863,,13501707,18779548
8708.93-000,クラッチ及びその部分品,輸出,202203,'2022/03,,KG,,7904330,11344378,,21406037,30123926
8708.93-000,クラッチ及びその部分品,輸出,202204,'2022/04,,KG,,7540814,11020485,,28946851,41144411
8708.93-000,クラッチ及びその部分品,輸出,202205,'2022/05,,KG,,6592201,9916170,,35539052,51060581
8708.93-000,クラッチ及びその部分品,輸出,202206,'2022/06,,KG,,6940462,10264686,,42479514,61325267
8708.93-000,クラッチ及びその部分品,輸出,202207,'2022/07,,KG,,6822883,10628818,,49302397,71954085
8708.93-000,クラッチ及びその部分品,輸出,202208,'2022/08,,KG,,6505034,10586954,,55807431,82541039
8708.93-000,クラッチ及びその部分品,輸出,202209,'2022/09,,KG,,7375152,11115439,,63182583,93656478
8708.93-000,クラッチ及びその部分品,輸出,202210,'2022/10,,KG,,7999388,12427060,,71181971,106083538
8708.93-000,クラッチ及びその部分品,輸出,202211,'2022/11,,KG,,6588535,10646655,,77770506,116730193
8708.93-000,クラッチ及びその部分品,輸出,202212,'2022/12,,KG,,7225453,11397085,,84995959,128127278
8708.93-000,クラッチ及びその部分品,輸出,202301,'2023/01,,KG,,5205557,7867015,,5205557,7867015
8708.93-000,クラッチ及びその部分品,輸出,202302,'2023/02,,KG,,5473143,8304511,,10678700,16171526
8708.93-000,クラッチ及びその部分品,輸出,202303,'2023/03,,KG,,6053081,9451728,,16731781,25623254
8708.93-000,クラッチ及びその部分品,輸出,202304,'2023/04,,KG,,6160418,9370682,,22892199,34993936
8708.93-000,クラッチ及びその部分品,輸出,202305,'2023/05,,KG,,5659984,8779915,,28552183,43773851
8708.93-000,クラッチ及びその部分品,輸出,202306,'2023/06,,KG,,6538151,9919774,,35090334,53693625
8708.93-000,クラッチ及びその部分品,輸出,202307,'2023/07,,KG,,7079400,11146738,,42169734,64840363
8708.93-000,クラッチ及びその部分品,輸出,202308,'2023/08,,KG,,5461005,8876893,,47630739,73717256
8708.93-000,クラッチ及びその部分品,輸出,202309,'2023/09,,KG,,6115610,9169187,,53746349,82886443
8708.93-000,クラッチ及びその部分品,輸出,202310,'2023/10,,KG,,6059704,9552530,,59806053,92438973
8708.93-000,クラッチ及びその部分品,輸出,202311,'2023/11,,KG,,5517156,8273724,,65323209,100712697
8708.93-000,クラッチ及びその部分品,輸出,202312,'2023/12,,KG,,5956600,9643438,,71279809,110356135
8708.93-000,クラッチ及びその部分品,輸出,202401,'2024/01,,KG,,4877974,7743895,,4877974,7743895
8708.93-000,クラッチ及びその部分品,輸出,202402,'2024/02,,KG,,5477716,8508463,,10355690,16252358
8708.93-000,クラッチ及びその部分品,輸出,202403,'2024/03,,KG,,5600332,9012235,,15956022,25264593
8708.93-000,クラッチ及びその部分品,輸出,202404,'2024/04,,KG,,5668844,8781687,,21624866,34046280
8708.93-000,クラッチ及びその部分品,輸出,202405,'2024/05,,KG,,5095770,7744897,,26720636,41791177
8708.93-000,クラッチ及びその部分品,輸出,202406,'2024/06,,KG,,5349900,8761234,,32070536,50552411
8708.93-000,クラッチ及びその部分品,輸出,202407,'2024/07,,KG,,5755978,9561206,,37826514,60113617
8708.93-000,クラッチ及びその部分品,輸出,202408,'2024/08,,KG,,4926930,7861439,,42753444,67975056
8708.93-000,クラッチ及びその部分品,輸出,202409,'2024/09,,KG,,5543267,8857764,,48296711,76832820
8708.93-000,クラッチ及びその部分品,輸出,202410,'2024/10,,KG,,5561148,8690845,,53857859,85523665
8708.93-000,クラッチ及びその部分品,輸出,202411,'2024/11,,KG,,5148359,8434713,,59006218,93958378
8708.93-000,クラッチ及びその部分品,輸出,202412,'2024/12,,KG,,5397247,8991849,,64403465,102950227
8708.93-000,クラッチ及びその部分品,輸出,202501,'2025/01,,KG,,4355454,7040337,,4355454,7040337
8708.93-000,クラッチ及びその部分品,輸出,202502,'2025/02,,KG,,5225609,8453184,,9581063,15493521
8708.93-000,クラッチ及びその部分品,輸出,202503,'2025/03,,KG,,5527740,8573519,,15108803,24067040
8708.93-000,クラッチ及びその部分品,輸出,202504,'2025/04,,KG,,5007514,7874519,,20116317,31941559
8708.93-000,クラッチ及びその部分品,輸出,202505,'2025/05,,KG,,4560052,7072556,,24676369,39014115
8708.93-000,クラッチ及びその部分品,輸出,202506,'2025/06,,KG,,5586642,8659269,,30263011,47673384
8708.93-000,クラッチ及びその部分品,輸出,202507,'2025/07,,KG,,5502180,8553566,,35765191,56226950
8708.93-000,クラッチ及びその部分品,輸出,202508,'2025/08,,KG,,4547855,7297138,,40313046,63524088
8708.93-000,クラッチ及びその部分品,輸出,202509,'2025/09,,KG,,5259509,8471501,,45572555,71995589
8708.93-000,クラッチ及びその部分品,輸出,202510,'2025/10,,KG,,5398930,8598546,,50971485,80594135
8708.93-000,クラッチ及びその部分品,輸出,202511,'2025/11,,KG,,5195807,8645406,,56167292,89239541
8708.93-000,クラッチ及びその部分品,輸出,202512,'2025/12,,KG,,5754022,9692198,,61921314,98931739
8708.93-000,クラッチ及びその部分品,輸出,202601,'2026/01,,KG,,4586026,7418122,,4586026,7418122
8708.93-000,クラッチ及びその部分品,輸出,202602,'2026/02,,KG,,5492192,9138834,,10078218,16556956
8708.93-000,クラッチ及びその部分品,輸出,202603,'2026/03,,KG,,4784919,8294053,,14863137,24851009
8708.93-000,クラッチ及びその部分品,輸出,202604,'2026/04,,KG,,5253871,9167800,,20117008,34018809
8708.93-000,クラッチ及びその部分品,輸出,202605,'2026/05,,KG,,4686513,8144509,,24803521,42163318
8708.93-000,クラッチ及びその部分品,輸出,202606,'2026/06,,KG,,6021024,9652647,,30824545,51815965
8708.93-000,クラッチ及びその部分品,輸出,202607,'2026/07,,KG,,5702205,9528803,,36526750,61344768
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202201,'2022/01,,KG,,4774540,8957751,,4774540,8957751
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202202,'2022/02,,KG,,5438467,10252526,,10213007,19210277
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202203,'2022/03,,KG,,6025318,10905285,,16238325,30115562
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202204,'2022/04,,KG,,5323818,9388415,,21562143,39503977
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202205,'2022/05,,KG,,4349530,8190495,,25911673,47694472
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202206,'2022/06,,KG,,4972707,9379097,,30884380,57073569
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202207,'2022/07,,KG,,4748679,9536289,,35633059,66609858
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202208,'2022/08,,KG,,4497451,8824718,,40130510,75434576
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202209,'2022/09,,KG,,5357058,10917265,,45487568,86351841
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202210,'2022/10,,KG,,5202040,10714854,,50689608,97066695
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202211,'2022/11,,KG,,4673912,9762664,,55363520,106829359
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202212,'2022/12,,KG,,5465821,10875276,,60829341,117704635
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202301,'2023/01,,KG,,4032395,7944351,,4032395,7944351
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202302,'2023/02,,KG,,4647248,8798602,,8679643,16742953
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202303,'2023/03,,KG,,4728468,9258375,,13408111,26001328
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202304,'2023/04,,KG,,5206879,9676253,,18614990,35677581
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202305,'2023/05,,KG,,4084282,7947906,,22699272,43625487
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202306,'2023/06,,KG,,5058303,9965608,,27757575,53591095
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202307,'2023/07,,KG,,5409233,10785096,,33166808,64376191
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202308,'2023/08,,KG,,4919667,9849831,,38086475,74226022
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202309,'2023/09,,KG,,5615713,11474130,,43702188,85700152
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202310,'2023/10,,KG,,5741694,11421283,,49443882,97121435
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202311,'2023/11,,KG,,5340093,10346179,,54783975,107467614
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202312,'2023/12,,KG,,6069174,11868234,,60853149,119335848
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202401,'2024/01,,KG,,4094141,8025630,,4094141,8025630
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202402,'2024/02,,KG,,5175263,10140020,,9269404,18165650
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202403,'2024/03,,KG,,5477810,11040852,,14747214,29206502
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202404,'2024/04,,KG,,5240391,10509774,,19987605,39716276
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202405,'2024/05,,KG,,4519439,9299252,,24507044,49015528
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202406,'2024/06,,KG,,5171880,11275315,,29678924,60290843
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202407,'2024/07,,KG,,5656955,12716987,,35335879,73007830
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202408,'2024/08,,KG,,5105866,10438301,,40441745,83446131
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202409,'2024/09,,KG,,5397152,10807907,,45838897,94254038
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202410,'2024/10,,KG,,5607101,11034863,,51445998,105288901
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202411,'2024/11,,KG,,4663542,9647096,,56109540,114935997
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202412,'2024/12,,KG,,6291962,12871765,,62401502,127807762
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202501,'2025/01,,KG,,4343263,8964826,,4343263,8964826
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202502,'2025/02,,KG,,5318940,11008791,,9662203,19973617
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202503,'2025/03,,KG,,5518725,11393700,,15180928,31367317
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202504,'2025/04,,KG,,5373448,10650148,,20554376,42017465
